Rank,countdown,Metropolitan Statistical Area,R_0 (median),R_0 (minimum),R_0 (maximum),HIT (median),HIT (minimum),HIT (maximum),p_vac^d (median),p_vac^d (minimum),p_vac^d (maximum),p_vac^i (median),p_vac^i (minimum),p_vac^i (maximum)
11,2687379,"Boston-Cambridge-Newton, MA-NH MSA",8.78904593567371,5.57327083802747,22.7439594119322,0.886222007790275,0.820572150706043,0.956032281719806,0.551481288498986,0.476228228650859,0.631503347271981,0.550584318120983,0.470775630200267,0.627173699163735
12,1173418,"San Francisco-Oakland-Berkeley, CA MSA",3.06886471055133,2.89953027452594,3.24711470591061,0.674146600023842,0.655116551537474,0.692034285644503,0.247481446339476,0.225812601192532,0.267849523174855,0.247985320728257,0.229055338797506,0.260171116581981
13,2451864,"Riverside-San Bernardino-Ontario, CA MSA",3.94601591882199,3.37059965537684,4.76206139453814,0.746579836328047,0.703316886535372,0.790006907271932,0.526422663472322,0.476754748999917,0.576278996795971,0.527210969878156,0.486759791209066,0.509202933403269
14,2558011,"Detroit–Warren–Dearborn, MI MSA",7.25500602205908,5.78563567819058,9.45078088085867,0.862164139222012,0.827158145513797,0.894188637679097,0.592182864696573,0.552300818406733,0.628668117494145,0.591890912658477,0.544021387695434,0.530278651483559
15,2700472,"Seattle-Tacoma-Bellevue, WA MSA",18.365341564863,10.1150252927149,20.6216439644712,0.945549610582075,0.901137172566417,0.951507260928232,0.678536646631572,0.628477359832973,0.685251786368303,0.678536961292083,0.628226527744703,0.685442329654644
16,1686863,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",4.48655493858539,3.27632475893006,6.54007858702695,0.777111834427843,0.694779952056228,0.847096638565839,0.461127699938044,0.367167688070594,0.540996796063732,0.461533634729141,0.376086523319282,0.426014794915236
17,1975325,"San Diego-Chula Vista-Carlsbad, CA MSA",10.4272292222263,6.91035751467761,15.9257278959921,0.904097245904172,0.855289686839502,0.937208521548854,0.591710352682716,0.536295369742707,0.629304135492891,0.591274829659387,0.52772907391059,0.622327107891702
18,1675811,"Tampa-St. Petersburg-Clearwater, FL MSA",4.46326866942792,3.53882977457221,5.77185560128105,0.775948957128728,0.717420711449483,0.826745492423952,0.522753769894751,0.455492290003978,0.581129859894187,0.524537930558917,0.464914894908209,0.525743819457235
19,1573216,"Denver-Aurora-Lakewood, CO MSA",3.7216187033201,3.36262384800759,4.23453847204226,0.731299716677615,0.702613183870531,0.76384675529522,0.529097786157092,0.496656044843827,0.565905392515309,0.53019499250336,0.480003033569834,0.539097249794019
20,1642832,"St. Louis, MO-IL MSA",5.91036828357084,4.81786557356685,7.56624549774279,0.830805805658555,0.792439206795954,0.867834053190803,0.585576334195557,0.54162009274798,0.627999239461075,0.586050018798007,0.539499933204007,0.625540395438215
21,1483747,"Baltimore-Columbia-Towson, MD MSA",4.31508860393594,3.78628681974774,5.32516001023278,0.768255048323257,0.73588899953791,0.812212215580676,0.528788071569634,0.492133499155176,0.578569593591592,0.529899608535311,0.444539673608322,0.553231690946606
22,1641382,"Charlotte-Concord-Gastonia, NC-SC MSA",4.94352741491544,4.83945958173968,5.18118717985572,0.797715291922356,0.793365357616951,0.806994041078468,0.622097530650671,0.617123655443211,0.632707194416508,0.622470491818348,0.615580265933992,0.635789795895103
23,1807643,"Orlando-Kissimmee-Sanford, FL MSA",14.2673272046354,12.743928051998,16.195791373103,0.929909787190196,0.921531258186661,0.938255564241168,0.693075563284744,0.68340758259532,0.70270575151146,0.693048584876004,0.684153395518322,0.703328787610032
24,1731638,"San Antonio-New Braunfels, TX MSA",10.8987078381736,4.8051068922658,26.9618734126852,0.908246003576917,0.791888084402539,0.96291058916071,0.678818063542503,0.544769413363414,0.741793699082402,0.678438335610671,0.532705759049034,0.742419583340084
25,1058763,"Portland-Vancouver-Hillsboro, OR-WA MSA",3.37676470063384,2.95774851137114,4.04690262212294,0.703858548446596,0.661904994236165,0.752897439505126,0.424431324252791,0.377328926568714,0.479488622546022,0.42479448665886,0.3806668544938,0.432184004792937
26,871961,"Sacramento-Roseville-Folsom, CA MSA",2.88252446203255,2.60140038184987,3.68631938986733,0.653081868628836,0.615591660946518,0.728726706983469,0.367248832247478,0.324833516060742,0.452831173212197,0.368891806130843,0.331291837764344,0.378001438084375
27,1236088,"Pittsburgh, PA MSA",6.25786046246715,5.70190072540241,7.21027138687288,0.84020097507803,0.824619885866318,0.861308965177009,0.533347894603781,0.515809491473682,0.557107494115205,0.533016800527919,0.515729470873928,0.541946542389296
28,1304109,"Las Vegas-Henderson-Paradise, NV MSA",5.20518074212832,3.96655273652146,8.52851685094962,0.807883712489277,0.747891918644458,0.882746318325131,0.575233353492101,0.505833404284733,0.661836215476501,0.575329902140079,0.507322503351578,0.658027822066869
29,1542818,"Austin-Round Rock-Georgetown, TX MSA",31.6613947443248,19.1862627009224,46.30715633115,0.968415794437507,0.947879375176494,0.978405065669573,0.692743410361546,0.669178410610554,0.704205835777798,0.692752790008918,0.669806625136592,0.704239482987446
30,1369036,"Cincinnati, OH-KY-IN MSA",9.47820650536864,5.20784849069072,23.9061916929061,0.894494807700847,0.807982125096852,0.958169832617182,0.615752256481998,0.517684209137535,0.687932255647421,0.616347192125858,0.464451326194831,0.65638084471045
31,1252021,"Kansas City, MO-KS MSA",4.29146319005703,3.39077116723103,6.24800047426585,0.766979243276065,0.705081838118666,0.839948795759734,0.579146371840548,0.509031192159827,0.661803686320921,0.580179079263106,0.508714904568923,0.531435979881396
32,1182815,"Columbus, OH MSA",7.07010089283346,5.60461429386362,8.68898447248126,0.8585593027373,0.821575589760944,0.884911751981249,0.557334299224644,0.515109624465149,0.587421153920742,0.556796394454718,0.508248739196349,0.568859981638328
33,1167970,"Indianapolis-Carmel-Anderson, IN MSA",5.84708423612077,4.61464894874322,6.4424944008085,0.828974586372054,0.783298792365918,0.844780617911829,0.56300237236533,0.510903593230454,0.581031067084441,0.561612894808186,0.504931349132374,0.524522346814365
34,951572,"Cleveland-Elyria, OH MSA",4.95402467929031,3.92140397831898,6.21283181234745,0.798143920400644,0.744989293240663,0.839042802025867,0.463900015544136,0.403748331958315,0.510182657676683,0.464532716197329,0.407854947690909,0.453061959027912
35,997625,"San Jose-Sunnyvale-Santa Clara, CA MSA",6.73843004454189,3.58441668886742,10.8245870923768,0.851597479918932,0.721014578716301,0.907617723293644,0.501152506789227,0.353370314086319,0.564551269762174,0.500116989160212,0.352981382917179,0.564278497055269
36,1080863,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",4.79937871061472,4.08423150826729,6.29116404045794,0.791639697490779,0.755155897021067,0.841046904266192,0.558782430866643,0.516408571265929,0.616166092004216,0.555714239225078,0.504256117041133,0.592041955931638
37,841660,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",3.33315640240495,3.12365987769902,3.56442276271978,0.699984075371178,0.679862712602171,0.719449665045634,0.475809431548813,0.452972918620097,0.497901682226312,0.475325906236228,0.44974969205888,0.496497769602789
38,879627,"Providence-Warwick, RI-MA MSA",6.62180877781883,4.79876157215366,10.2993426134742,0.848983860218115,0.791612901586355,0.902906424465213,0.541449030143653,0.47574183670256,0.603206763399697,0.540505831243129,0.47223933352188,0.590863544389857
39,936646,"Milwaukee-Waukesha, WI MSA",8.1794095804163,6.04546049897885,12.2079282374524,0.87774178684067,0.834586629063425,0.918086019138602,0.593793493378185,0.543952363777377,0.640388204512958,0.594627826737207,0.55002085298594,0.585268396859675
40,843732,"Jacksonville, FL MSA",4.72451794502559,3.56706931356292,7.34009749197808,0.788338194153143,0.719657816516842,0.863762027535344,0.539337078383896,0.459934821622156,0.626535529969037,0.541022040898278,0.47118144940749,0.518508598123059
41,938531,"Oklahoma City, OK MSA",12.3145188513978,7.00718659596617,22.7151488444371,0.91879504087271,0.857289371946272,0.955976515635076,0.66389788706464,0.593591195065744,0.706399765994027,0.666120621300502,0.571680393639928,0.672479338124316
42,566438,"Raleigh-Cary, NC MSA",3.21034477806584,2.74978894264812,4.09703778042917,0.688506976935207,0.636335725811388,0.755921215865564,0.405880771126407,0.346496686338184,0.482615233006046,0.407279327649637,0.355838131423802,0.370586154186592
43,954203,"Memphis, TN-MS-AR MSA",6.62166802619432,4.8832615147805,9.32708842921601,0.848980650186003,0.795218831313205,0.892785405907848,0.708312150295298,0.646388681197007,0.758766961798567,0.708893127877035,0.653494932793129,0.708759683696974
44,846776,"Richmond, VA MSA",11.3311747700507,8.09282533422938,16.1564515328561,0.911747897257477,0.876433759694478,0.938105220817432,0.655126529587068,0.615001735724704,0.685074370525281,0.655449974566539,0.617396898201649,0.674252741276531
45,824771,"New Orleans-Metairie, LA MSA",15.4426016363732,8.23854721687618,33.807949080564,0.935244071980422,0.878619376247361,0.970421157532597,0.649154739888812,0.582827683630702,0.690359244428925,0.648572093604321,0.580839768542476,0.690127648409978
46,575024,"Louisville/Jefferson County, KY-IN MSA",4.26020874712838,3.29513496747488,5.06246546842508,0.765269718139034,0.696522294269993,0.802467788425015,0.448948726820326,0.370294191628895,0.491507367765701,0.454525344735806,0.365065159633491,0.344546532175125
47,651495,"Salt Lake City, UT MSA",4.08314226018321,3.39151745951262,4.95544548262675,0.755090580665899,0.705146733891883,0.798201795679946,0.527876632976304,0.470512086721565,0.577393349198852,0.528511795249797,0.432779249151,0.563661813897647
48,675816,"Hartford-East Hartford-Middletown, CT MSA",10.4796735351238,4.45299976460329,36.0087783949942,0.904577180133676,0.775432280965079,0.972228994023885,0.560899694173587,0.413916235103765,0.637896135240526,0.558767940137549,0.41248439622048,0.624020960817173
49,615917,"Buffalo-Niagara Falls, NY MSA",8.10869490090576,5.70815138579614,12.3861264121757,0.87667559179119,0.82481193430007,0.919264508796149,0.545563249593138,0.486859193010744,0.593769302050392,0.546033807306439,0.482504038651722,0.522558881715778
50,809274,"Birmingham-Hoover, AL MSA",14.3863816909298,8.66576355601765,24.7942630736926,0.930489818671329,0.88460335969984,0.9596680894678,0.74199922459774,0.688992307275807,0.775705250784387,0.742156727942435,0.669983970792813,0.758623048487887
51,447789,"Grand Rapids-Kentwood, MI MSA",3.78375735786324,3.28023842634027,4.45821402205917,0.735712439931741,0.695144111485917,0.775694931860154,0.415301504619178,0.369330278068714,0.460608872827553,0.41563122514719,0.362035012388019,0.436839701271418
52,570165,"Rochester, NY MSA",9.27206404549077,5.45307183916574,17.8401306849894,0.892149148766253,0.816617123431664,0.943946598953931,0.53304146528973,0.448136455750288,0.59126660863551,0.532774940574851,0.450314543929566,0.529116038314989
53,548919,"Tucson, AZ MSA",5.01312253134626,3.6812824746787,7.0725195452353,0.800523527253292,0.72835553726768,0.858607672470316,0.523550917723208,0.440480108564682,0.590410157441836,0.524137559767682,0.407770542061576,0.578062803728888
54,476667,"Fresno, CA MSA",3.62877838276279,2.75474051543794,5.44051388133588,0.724425166124738,0.636989402669375,0.816193833558521,0.475504291651206,0.374422352443821,0.581595374934537,0.477095037718982,0.390364521653969,0.371343983662316
55,514533,"Tulsa, OK MSA",4.33162856666271,3.18669772421438,5.4946042420819,0.769139947109905,0.68619552698663,0.818003270855937,0.513694523719399,0.418544570437856,0.569748239746419,0.515240764717638,0.427805662670641,0.47539461775687
56,634480,"Urban Honolulu, HI MSA",8.0155112653565,3.64958863620835,16.0677045464734,0.875241894509954,0.725996516407688,0.93776335648271,0.648984594996294,0.480629611601673,0.719511400087829,0.651040425924264,0.480497188463454,0.719396056853657
57,307785,"Omaha-Council Bluffs, NE-IA MSA",2.8254058341115,2.69480390910572,3.13830620022768,0.646068544232879,0.62891548560509,0.6813567777652,0.323478388449151,0.303723914474572,0.36411839942619,0.324173683549593,0.278483675531443,0.376043498682534
58,500490,"Worcester, MA-CT MSA",5.35680128739369,4.23324947296473,9.13507939674687,0.813321430766281,0.76377484804843,0.890531876454614,0.528274507815077,0.471880062619616,0.616156254830477,0.521543613629603,0.466457478741496,0.518092027565707
59,460299,"Bridgeport-Stamford-Norwalk, CT MSA",5.42577297973965,4.09220857240635,8.11860125915125,0.815694463492281,0.755633178928617,0.876826072856725,0.487949912836347,0.418908740427681,0.558221436537709,0.485495438243398,0.411918191520068,0.450278433048894
60,629168,"Greenville-Anderson, SC MSA",9.09747189201349,5.04878467890692,19.9637475566108,0.890079352608071,0.801932531569854,0.949909204313252,0.682967273389032,0.581673746683229,0.751720480936647,0.683523480231185,0.583733590376639,0.749327903777733
61,461481,"Albuquerque, NM MSA",5.89672382975755,3.36213506515314,12.1396944338495,0.83041430650804,0.7025699501592,0.917625603720991,0.501447064537322,0.357323289907589,0.599763655927475,0.502692478554503,0.361756702440171,0.512463531574838
62,601349,"Bakersfield, CA MSA",6.69655579155616,4.00298203404537,14.2211362381235,0.850669503678156,0.750186238285609,0.929682130650064,0.666543012009121,0.549467024637162,0.758602931453921,0.668015195720675,0.562619019862755,0.698705970300848
63,395253,"Albany-Schenectady-Troy, NY MSA",6.58664612684025,5.19680593939618,10.0926094806556,0.848177664209855,0.807574111548181,0.9009175969885,0.448956145213736,0.403245920877084,0.508329131092566,0.448772651004299,0.401287346032656,0.507855230668548
64,468346,"Knoxville, TN MSA",4.85686183614513,4.2543220937161,5.56866136366975,0.794105734579904,0.764944924720894,0.820423628823247,0.538918700839345,0.505627108280271,0.568964663773789,0.538715792857248,0.505925495557739,0.571906228830217
65,573327,"McAllen-Edinburg-Mission, TX MSA",15.232914686704,6.65166555926835,29.5245182896871,0.934352681639263,0.849661713883583,0.966129845364851,0.655891152859395,0.55646659366311,0.69319655365537,0.659977167980348,0.559258622461347,0.669097729534197
66,605550,"Baton Rouge, LA MSA",11.865146806557,4.69866197758249,32.5350461003074,0.915719542597874,0.787173453895802,0.969263913230154,0.706882689699591,0.557169853370208,0.769243821631107,0.708341337706007,0.56791508960686,0.747626449809487
67,454693,"New Haven-Milford, CT MSA",7.28257529914484,4.02661985157187,15.2768982815881,0.862685937470852,0.751652741787971,0.934541686305183,0.531955431670637,0.405172773725518,0.614003532419464,0.531109690126296,0.39923072632946,0.55001338747493
68,396207,"Oxnard-Thousand Oaks-Ventura, CA MSA",4.876893102805,3.08795286231696,8.68833535991346,0.794951421136371,0.676160859771131,0.884903153645077,0.467914540099622,0.332784914993173,0.570238695755426,0.468325378774412,0.340777425850931,0.430829233742315
69,320834,"El Paso, TX MSA",3.35514745878218,2.83439086241039,6.19058919290491,0.701950506710971,0.647190508104591,0.838464487169313,0.37753342758679,0.314066302691003,0.535753845195809,0.380078720517196,0.330275049980845,0.29890963256679
70,439912,"Allentown-Bethlehem-Easton, PA-NJ MSA",5.06428294083824,4.39138584684194,5.93512887219609,0.80253867888462,0.772281453992673,0.83151166191443,0.520897795632047,0.486563776858971,0.553774536536408,0.521189803259867,0.477368601925164,0.444867757778241
71,442008,"Columbia, SC MSA",4.21932149835194,3.27111909596692,5.79631219913322,0.762995069138344,0.694294224495545,0.827476511677625,0.525041782333516,0.445413814061924,0.599779236979388,0.527182741659648,0.326660914335562,0.473246284666894
72,284818,"North Port-Sarasota-Bradenton, FL MSA",3.24457560503489,2.6444301593404,4.48806156654682,0.691793281547142,0.621846696738086,0.777186657274531,0.337808329873736,0.257132607611908,0.436300233116609,0.340285487282639,0.272182647604829,0.198866084339236
73,529357,"Dayton-Kettering, OH MSA",14.282922731544,7.99040241878121,25.9870989613508,0.929986318711121,0.874849857668053,0.961519367687511,0.655148346676817,0.59268441651031,0.690872042611158,0.655460124405901,0.542853671335384,0.657502743217837
74,515986,"Charleston-North Charleston, SC MSA",8.47382937335787,7.50666398147806,9.79179235182928,0.881989599277978,0.866785032277001,0.897873651312348,0.643276193763242,0.625601615235755,0.661740640991375,0.642973664819073,0.626787166754707,0.664338281442377
75,483555,"Greensboro-High Point, NC MSA",6.69175776149093,4.24566158615254,12.9096829906546,0.850562432825243,0.764465447914748,0.92253876406385,0.626287586938846,0.52849788442705,0.708038928487345,0.626487323808198,0.526329541236361,0.705200297374931
76,369122,"Cape Coral-Fort Myers, FL MSA",4.34401996093664,3.38944274254993,5.99564653199244,0.76979847952071,0.704966250809806,0.833212315858839,0.47860972672967,0.403668362641915,0.551911531892165,0.479019402247799,0.403594007984112,0.530221665173789
77,480548,"Stockton, CA MSA",5.64791228284685,3.97181025904622,9.54834145023429,0.822943425832395,0.74822563647838,0.89526976960219,0.627897150949322,0.541886074252964,0.711155324871951,0.630517590635019,0.542372973523358,0.697054910992354
78,480224,"Boise City, ID MSA",9.96532125460902,7.24656490792121,14.1660614524428,0.899652005745676,0.862003582013472,0.929408748976762,0.640979337419239,0.597352557877305,0.675461282428748,0.640671821932447,0.597740030570997,0.674442975084639
79,490019,"Colorado Springs, CO MSA",5.91217108987959,4.38824877489725,7.45447771044699,0.830857398272558,0.772118662524229,0.865852439454133,0.656531297587872,0.590460806879782,0.695894411447235,0.657045071558882,0.58904033932384,0.593068342895723
80,389175,"Little Rock-North Little Rock-Conway, AR MSA",4.25976565864825,3.09702630860713,6.30108259642143,0.765245302175301,0.677109620534756,0.841297112885343,0.523551844390203,0.422907596642622,0.610397230234844,0.524222739076477,0.432363685121659,0.471630896384984
81,557045,"Lakeland-Winter Haven, FL MSA",15.4694001584028,9.0422408791573,32.8097605854195,0.935356252358834,0.889407945069785,0.969521264948078,0.7681270769932,0.71522101975478,0.807465547074962,0.768573804103428,0.710248717511271,0.802346635036444
82,354797,"Akron, OH MSA",5.46994998537356,4.13155512439287,9.69647373623821,0.817182971933206,0.757960387822019,0.896869725304082,0.503368869735219,0.436639609751085,0.593156206150557,0.504345358474387,0.43654138314519,0.473899325074784
83,349860,"Des Moines-West Des Moines, IA MSA",4.89334556119246,3.94414503033354,7.77250589661518,0.795640837644765,0.746459627546852,0.871341364895524,0.500304718634055,0.443172608195052,0.588243402423471,0.496928957383992,0.435121470262719,0.592430665288633
84,424869,"Springfield, MA MSA",7.6288698337457,5.94671198048467,11.2207801406847,0.868918985145535,0.831839846408956,0.910879636935924,0.609233437846175,0.567184004097749,0.656818729943592,0.607829903592623,0.565297677287687,0.625817859350209
85,346571,"Ogden-Clearfield, UT MSA",3.48436909307093,3.01133461237629,4.76766076133282,0.713003997771472,0.667921327676407,0.790253533114121,0.506783021555385,0.455765425498744,0.594202102576184,0.50546765769817,0.453352978337486,0.58862806652324
86,424784,"Poughkeepsie-Newburgh-Middletown, NY MSA",10.7882219350407,7.75939986559107,14.6916880597924,0.907306319241362,0.871124053751311,0.931934302176156,0.62545569104398,0.583674904698603,0.653894388267048,0.619410740203008,0.581112116188955,0.609267931223392
87,346457,"Winston-Salem, NC MSA",3.81171899476315,3.10379803020471,5.50744454870031,0.737651174870476,0.677814087685968,0.818427586304798,0.512323512313207,0.444307290064603,0.604141256309005,0.512503772943716,0.447133643025089,0.596938382828502
88,290258,"Deltona-Daytona Beach-Ormond Beach, FL MSA",3.38431794959264,2.71482770394953,6.42356540804757,0.704519488152593,0.631652499145636,0.844323216706538,0.431465184961878,0.34830791574599,0.591012003777672,0.434280591059749,0.358959786789921,0.415611204884179
89,337455,"Madison, WI MSA",7.24387715508379,4.57603442910493,11.9027287590486,0.861952380114813,0.78147017565259,0.915985651673379,0.505180374993351,0.413312249364077,0.566857803101488,0.507554145719125,0.345483727920276,0.48799786312662
90,336243,"Syracuse, NY MSA",10.3817788612645,5.88523624429322,20.7327494467663,0.903677393502273,0.830083286636169,0.951767130424857,0.518156500886349,0.435211963928227,0.572356234144051,0.518418070131642,0.432497141818488,0.568000996116994
91,483578,"Provo-Orem, UT MSA",8.80651390184336,4.76789073913833,17.6447775307959,0.886447689614084,0.790263650173174,0.943326006901777,0.745123022108982,0.634807002636492,0.81035826897472,0.745971746208249,0.61049728490144,0.776389226796832
92,354750,"Durham-Chapel Hill, NC MSA",7.20107365072294,4.49123370644902,10.574065250742,0.861131818878202,0.777344029422453,0.905428992890901,0.549397140906664,0.453054702645017,0.600331743432941,0.550539000212548,0.445622097507282,0.591306531487595
93,365574,"Toledo, OH MSA",6.81014219723397,4.4292284753882,9.9802222353353,0.85316018799047,0.774227045284144,0.899801830418218,0.56910293809788,0.479478294581468,0.62206219491044,0.569592805020869,0.482953962622115,0.508393969823948
94,352638,"Wichita, KS MSA",4.50688824081534,2.92972118425941,9.43217626115643,0.778117417924015,0.658670591122211,0.893979928670523,0.550734768114516,0.415117444807441,0.682282537107584,0.550808022017413,0.414568251961603,0.675444877727106
95,453010,"Augusta-Richmond County, GA-SC MSA",9.33108490837311,5.08591352701828,17.4835358043334,0.892831325636886,0.803378489491096,0.942803331591991,0.740552576198699,0.637834628224519,0.797935015135527,0.74388278775417,0.631823620514954,0.756468681568532
96,438026,"Palm Bay-Melbourne-Titusville, FL MSA",29.1381845325361,18.327838647363,50.1888396850497,0.965680771947772,0.94543819272744,0.980075251664009,0.727687046479866,0.704729348514271,0.744012244672264,0.727337185480284,0.704144859537833,0.744033720709325
97,413168,"Jackson, MS MSA",12.2781186666534,4.43183754356909,29.1146014371188,0.918554297514982,0.774359960136384,0.965652973056843,0.694411317060764,0.528061857574832,0.748746593752807,0.694625989258767,0.526686836314749,0.730813034341682
98,273515,"Harrisburg-Carlisle, PA MSA",3.46225432019562,2.98421951528233,6.53679203563058,0.711170842024252,0.664904007604349,0.847019762209165,0.47325618863386,0.42113656265926,0.626290105863459,0.473120225820807,0.403774274749291,0.457435338561606
99,255869,"Spokane-Spokane Valley, WA MSA",3.15559193389411,2.9362103796151,3.60019577914508,0.683102244856494,0.659424948926484,0.722237327816248,0.45005952413024,0.423323055038266,0.494250969769063,0.449878618735607,0.423043943028336,0.494434322971561
100,338250,"Chattanooga, TN-GA MSA",5.20887957753913,3.98429436602789,9.34795765308098,0.808020134634704,0.749014528513128,0.893024761438622,0.596538789225876,0.528884577812723,0.694002765462967,0.598465516405759,0.523023745652255,0.688345743720099
101,275405,"Scranton–Wilkes-Barre, PA MSA",5.16120795438074,4.30295902079769,6.28850059655301,0.80624690792565,0.767601783989424,0.840979580959547,0.49720468800142,0.453469725522032,0.536511901880541,0.497222978600879,0.447110830084312,0.350763660113953
102,256252,"Modesto, CA MSA",3.2571764625542,2.48308160938563,4.80477761212441,0.692985623746088,0.597274613842667,0.791873822114765,0.463813998961102,0.353006016136544,0.578300323966395,0.465353861188472,0.371290028933278,0.340264390339926
103,276669,"Lansing-East Lansing, MI MSA",4.112971650925,3.30202283390153,5.92686912896381,0.756866790031217,0.697155334683606,0.831276854905884,0.502640635751717,0.435509896360898,0.586296320311331,0.502676045545366,0.438068042064525,0.421614525599393
104,296447,"Lancaster, PA MSA",5.37040329438355,4.23831950314537,7.1929562645748,0.81379424501586,0.764057429068792,0.860975103529409,0.542336357017009,0.485919921849917,0.595853571474206,0.543216043349599,0.146945287987567,0.511371491897879
105,296570,"Portland-South Portland, ME MSA",18.9799274905351,6.42750456652134,35.9328217629978,0.947312759730053,0.844418624732115,0.972170290254528,0.55073217961826,0.435065253207295,0.578675406450289,0.550593867734173,0.433627471309193,0.564815523826212
106,275956,"Youngstown-Warren-Boardman, OH-PA MSA",4.96674235977516,3.6176107329908,6.86868429785787,0.798660786575354,0.723574460104151,0.854411710214739,0.513987131383176,0.429241512429698,0.576909993015776,0.514764746824118,0.425562978734952,0.423622366973755
107,360403,"Fayetteville-Springdale-Rogers, AR MSA",7.14970532397445,3.61776664266062,15.5624360340268,0.860134095786187,0.723586372816858,0.935742707773158,0.673719723442328,0.515874993379022,0.76112082168126,0.673769617399219,0.507119044017228,0.76128753174754
108,350506,"Fayetteville, NC MSA",4.36080127191723,2.74819653987204,7.11855036631427,0.770684344998746,0.636125005802329,0.859521960435638,0.663888977677086,0.511517442924512,0.764486408436754,0.665451381017887,0.51841816564826,0.665220105033324
109,170126,"Lexington-Fayette, KY MSA",3.39662458083188,2.89713023396945,4.13591638981459,0.705590071495306,0.654830843199663,0.758215615174747,0.327359723076351,0.269097878650828,0.387763739087039,0.329026845767541,0.272808328025963,0.274379482522198
110,274292,"Pensacola-Ferry Pass-Brent, FL MSA",3.85584328109732,3.03842564088477,4.84196996612756,0.740653359823428,0.670882187622401,0.793472490123733,0.543578571508229,0.462390241272287,0.605040875470113,0.545713969407555,0.477877293166831,0.545694122567191
111,274314,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",6.09651795431105,4.10760296652211,12.4408310059821,0.835971942099692,0.756549012124535,0.919619517416549,0.54564955330921,0.454157092195475,0.642008659354904,0.552047814294889,0.451327320913952,0.641222311046601
112,130851,"Santa Rosa-Petaluma, CA MSA",3.08540562546301,2.45857368928914,14.6914946116929,0.675893505947071,0.593260106721009,0.931933405931068,0.263519332201961,0.169325593097538,0.555378989015023,0.264698607945474,0.180913487920428,0.491413999063228
113,258876,"Port St. Lucie, FL MSA",10.4909291887886,5.61154422239483,25.3135591987282,0.904679558692601,0.821795933459965,0.9604954802227,0.528043673440138,0.430527015013385,0.593713848210461,0.529075601086252,0.441757687104048,0.545034377107891
