Rank,countdown,Metropolitan Statistical Area,R_0 (median),R_0 (minimum),R_0 (maximum),HIT (median),HIT (minimum),HIT (maximum),p_vac^d (median),p_vac^d (minimum),p_vac^d (maximum),p_vac^i (median),p_vac^i (minimum),p_vac^i (maximum)
23,1956954,"Orlando-Kissimmee-Sanford, FL MSA",9.40125684108667,8.39743415586886,10.6719914851135,0.89363124347059,0.880916005837198,0.906296776811065,0.750323327879423,0.735714779775546,0.764874770675874,0.750287326509119,0.736711028162406,0.765707064605724
24,1802079,"San Antonio-New Braunfels, TX MSA",7.18155195805313,3.16625836045799,17.7661515176554,0.860754331954859,0.684169803548389,0.943713189713246,0.706431334501632,0.503704217580997,0.801671898372971,0.705913246531241,0.487319612934804,0.802527355002043
25,858200,"Portland-Vancouver-Hillsboro, OR-WA MSA",2.22507213770633,1.94896724718751,2.66665020124329,0.550576368714577,0.486907744887419,0.624997684535541,0.34383392147479,0.272431483309381,0.427295178867763,0.344324903495722,0.276948002991789,0.36450757909624
26,559194,"Sacramento-Roseville-Folsom, CA MSA",1.89939940604142,1.71415660309001,2.42904889509796,0.473517788402324,0.416622729686799,0.588316232736981,0.234293782759885,0.170022338706159,0.363975726307934,0.2365726178797,0.178988277775692,0.262328407498927
27,1286472,"Pittsburgh, PA MSA",4.12353012162087,3.75718818479682,4.75110805476633,0.757489342746229,0.733843515199365,0.789522783217529,0.555087707023753,0.528519404872621,0.591080277962328,0.554656337616935,0.528415128282424,0.571587107465318
28,1177472,"Las Vegas-Henderson-Paradise, NV MSA",3.42988145986639,2.61370476157846,5.61974757004684,0.708444734402292,0.617401316820465,0.822056064345313,0.519325933569155,0.414298547189986,0.650387589248462,0.519461735382317,0.416393750751028,0.645041602974712
29,1737405,"Austin-Round Rock-Georgetown, TX MSA",20.8628357413518,12.6425209771126,30.5134566555712,0.952067877425794,0.920901851631462,0.967227574008158,0.780113337189619,0.744498985368163,0.797436776859268,0.780125664006468,0.745325695509209,0.797481002665663
30,1434073,"Cincinnati, OH-KY-IN MSA",6.24553236018015,3.43163933568034,15.7526525447767,0.839885546606766,0.70859408516433,0.93651862775761,0.644826672907238,0.496327967176616,0.754124622096068,0.64562742404711,0.426622277737945,0.714616461934553
31,1106448,"Kansas City, MO-KS MSA",2.82779998629927,2.23430150407802,4.11703301952173,0.646368199715322,0.552432830495431,0.757106635954023,0.51127500396077,0.405023255159937,0.636532961719878,0.512721211213961,0.404580488751539,0.463495440318625
32,1228250,"Columbus, OH MSA",4.65874465711618,3.69308264372871,5.72548547757917,0.785349901400475,0.729223497963654,0.825342321814286,0.578743057731116,0.51488552068989,0.624244235636057,0.578035285597874,0.505893352596602,0.600250198288829
33,1136564,"Indianapolis-Carmel-Anderson, IN MSA",3.8528548400699,3.04075874733499,4.24519208752606,0.740452199340617,0.671134712388337,0.764439398881768,0.547863471216262,0.469009714579259,0.575150680810622,0.545978996315535,0.460924092830113,0.500901771335508
34,932230,"Cleveland-Elyria, OH MSA",3.26438566516919,2.58395461525955,4.09385911885273,0.693663646832559,0.612996298737409,0.75573170180799,0.454263359261477,0.3632038023989,0.524327514273965,0.45509044087957,0.368580503279555,0.452756831705028
35,1111807,"San Jose-Sunnyvale-Santa Clara, CA MSA",4.44019476428993,2.36190152746842,7.13271112343191,0.774784654033094,0.576612323430841,0.859800855145406,0.558511281848503,0.334969069520837,0.654411196950596,0.557227080114296,0.334486308378463,0.654072701133302
36,1010466,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",3.16248385482271,2.69124755162302,4.1454750511741,0.683792852104202,0.62842511481453,0.758773123066613,0.52238875314154,0.458367175248113,0.60908825528619,0.518232406019952,0.441955132617477,0.576797345216526
37,673660,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",2.19633705606334,2.05829223464538,2.34872680789553,0.544696476690889,0.514160339738012,0.574237413802926,0.380834907081734,0.346244680459867,0.414297807477568,0.380169456130906,0.341811734652467,0.412366201909841
38,875845,"Providence-Warwick, RI-MA MSA",4.36334880247304,3.16207720001654,6.78660857880659,0.770818230384602,0.683752186697159,0.85265099815498,0.539120953384675,0.439733596288508,0.632534437770842,0.537853073491814,0.435030214223203,0.616133875348576
39,1049545,"Milwaukee-Waukesha, WI MSA",5.38970818927845,3.98357211959635,8.04424453239958,0.814461198105444,0.748969023284225,0.875687518452189,0.665254560752971,0.590098990479431,0.735514848092205,0.666301849890073,0.597749748553564,0.672570395278796
40,765090,"Jacksonville, FL MSA",3.11315539445102,2.35047071576717,4.8366551611911,0.678782497724839,0.574553304028886,0.793245545387665,0.488273804405554,0.368194086788005,0.620143676498115,0.490594699857265,0.383724172665062,0.480060577499727
41,955529,"Oklahoma City, OK MSA",8.11448093506821,4.61728815616528,14.9678314240024,0.876763528314138,0.783422657157592,0.933190054612961,0.675062836381947,0.56858693708071,0.739429764370393,0.678184956573745,0.538168009538857,0.694133026273899
42,420364,"Raleigh-Cary, NC MSA",2.1154120441867,1.81193518153954,2.69968606656306,0.527278856737122,0.448103878003885,0.629586561050378,0.300328868505414,0.210409111556596,0.416520676233397,0.302248808258128,0.223255485782346,0.268382330983359
43,893642,"Memphis, TN-MS-AR MSA",4.36325605614755,3.21775726204203,6.14595520554812,0.770813358846758,0.689224537911419,0.837291362114505,0.66306485625447,0.569254314346494,0.739501032681753,0.663901573131381,0.579502243547125,0.668908160369899
44,888695,"Richmond, VA MSA",7.46652002835381,5.33265470440913,10.6460690444949,0.866068798288555,0.81247613891573,0.906068615953876,0.687457186482184,0.626701142538543,0.732803521376775,0.687897138432938,0.629963662357678,0.718316059875648
45,865767,"New Orleans-Metairie, LA MSA",10.1756875829526,5.42867611237714,22.2772778683801,0.901726542619556,0.815793025905516,0.955111212154903,0.681421770033322,0.581248181209816,0.743652831207137,0.680624691957805,0.578530252851418,0.743335971184914
46,512268,"Louisville/Jefferson County, KY-IN MSA",2.80720530579725,2.17128336029276,3.33584121504785,0.643773828036422,0.53944288512156,0.700225539666265,0.397394568108036,0.278407442925589,0.461776492499776,0.404919657734515,0.271379155909868,0.27713286833175
47,554330,"Salt Lake City, UT MSA",2.69052980674655,2.23479326299804,3.26532188376816,0.628325990854112,0.552531316181583,0.693751478232214,0.448800959149327,0.361963781721078,0.523758265587124,0.449688419437496,0.309701257516723,0.50466294615533
48,689561,"Hartford-East Hartford-Middletown, CT MSA",6.90543513170627,2.93424226555431,23.7274837374674,0.855186533371589,0.659196511569883,0.957854780934022,0.57230812051308,0.349740366361694,0.688898960559765,0.569386658492228,0.347775536342616,0.670598449670653
49,635336,"Buffalo-Niagara Falls, NY MSA",5.34311173466725,3.76130697053329,8.16166574137294,0.812843142786668,0.734134967490245,0.877475991827156,0.56261945000171,0.473721166394595,0.63562011762865,0.563249130729987,0.467910465381497,0.548306470618649
50,849210,"Birmingham-Hoover, AL MSA",9.47970613910049,5.71018437761639,16.3378348304455,0.894511498001468,0.824874306349906,0.938792379138483,0.778563859782727,0.698395191918534,0.829541493550179,0.778780798095738,0.672548247146658,0.806764440257452
51,406519,"Grand Rapids-Kentwood, MI MSA",2.49325428900702,2.1614674916832,2.93767812798847,0.598917766066186,0.537351357886364,0.659595110004535,0.376896523754765,0.307322716492751,0.445465634039833,0.377325071685518,0.297870521047675,0.414979827038927
52,616469,"Rochester, NY MSA",6.10969765313456,3.59322585075626,11.7555060063139,0.836325779641984,0.721698540104421,0.9149334788768,0.57633071209861,0.447688164958421,0.664549661583849,0.57598374622818,0.450528726531959,0.593468798546745
53,504284,"Tucson, AZ MSA",3.3033273728882,2.42572988988445,4.66033839447938,0.697274933084919,0.587752946372922,0.785423307203486,0.480713461725035,0.355054096951966,0.581849946097305,0.481518189846749,0.310629301417474,0.565035581158633
54,375540,"Fresno, CA MSA",2.39113304870812,1.81519795156624,3.58495095909192,0.58178822356193,0.449095896600616,0.721056156301423,0.373649706100507,0.220693783654148,0.534185402528358,0.375877757662303,0.243078124816881,0.260077594077067
55,426424,"Tulsa, OK MSA",2.85426640262049,2.09983014691863,3.62059305005308,0.649647279216158,0.523771005256098,0.723802154460486,0.424806282203924,0.280675450229121,0.509715086124701,0.427010618201251,0.29389371751446,0.378753321399138
56,613591,"Urban Honolulu, HI MSA",5.28170967395752,2.40484567580103,10.5875904520515,0.810667366869729,0.584172901378834,0.905549803373228,0.626676051548531,0.371413965089668,0.733609740447685,0.629606271386809,0.371225392053286,0.733445501639181
57,205420,"Omaha-Council Bluffs, NE-IA MSA",1.86176188054038,1.77570355838171,2.06794322518442,0.462874382351329,0.436842937392459,0.516427729822795,0.215438199480362,0.185590177043808,0.276843224034566,0.216358243541433,0.152441885472,0.292683718473103
58,487077,"Worcester, MA-CT MSA",3.52978970953226,2.7894408670186,6.01943352393529,0.716697003988798,0.641505216395278,0.833871410652902,0.514117240617096,0.428769612537832,0.647117904658208,0.505145756910313,0.42153231991195,0.526908525997164
59,452071,"Bridgeport-Stamford-Norwalk, CT MSA",3.57523764699165,2.6965039270978,5.34963939166214,0.720298313360668,0.629149436813066,0.813071512528754,0.479227359066861,0.374899694567547,0.585414199365231,0.475999067907113,0.36572089140452,0.45589727582165
60,629748,"Greenville-Anderson, SC MSA",5.99465258171116,3.3268264490581,13.1548338100311,0.833184661434616,0.699413235011666,0.923982315972897,0.683376372491878,0.53004542548897,0.787450095320993,0.6841537325224,0.532925313902757,0.784118008406031
61,493087,"Albuquerque, NM MSA",3.88556415994271,2.21543214286547,7.9992828164654,0.742637115528998,0.548620794719271,0.874988793002588,0.535539269031386,0.31732864409874,0.684395520566634,0.537120317487589,0.322962989363047,0.588349827962126
62,577606,"Bakersfield, CA MSA",4.41260230764398,2.63770934054763,9.37081994609657,0.773376359281757,0.620883171383703,0.893285752393893,0.639572665062911,0.462491616665632,0.77881613775609,0.641640290022806,0.481012095508125,0.698949344626443
63,417831,"Albany-Schenectady-Troy, NY MSA",4.34017886262925,3.42436300007718,6.65038465604139,0.76959474905276,0.707974884678564,0.84963275784483,0.474602153468459,0.40537384485256,0.564522766406058,0.474367805163125,0.402875581436641,0.563917828592419
64,438052,"Knoxville, TN MSA",3.20036156095426,2.80332637739885,3.66939196038667,0.68753530469794,0.64328092224214,0.727475284516996,0.504060570041772,0.453675587956684,0.549533471390509,0.503784916750742,0.454081033094928,0.55353585511865
65,621298,"McAllen-Edinburg-Mission, TX MSA",10.0375172836534,4.38302251338114,19.4547707198114,0.900373770550956,0.771846939652477,0.948598726019337,0.709729949868864,0.559798383997499,0.765986243102784,0.715197583059802,0.563518032750195,0.736083084947612
66,608078,"Baton Rouge, LA MSA",7.81837347568511,3.09611796429182,21.43851615222,0.872096158733019,0.677014890410117,0.953354980685245,0.709231499558902,0.482698616257693,0.803591124082299,0.711298816055076,0.4979555981837,0.774125329830561
67,446297,"New Haven-Milford, CT MSA",4.79875171220367,2.65328515166781,10.0664996618079,0.791612473415345,0.623108733951413,0.900660603626305,0.522132430854385,0.33022164139153,0.646328563384209,0.520975021521161,0.322101918098928,0.565330905135323
68,375754,"Oxnard-Thousand Oaks-Ventura, CA MSA",3.21356088553837,2.03476359344857,5.72505775388004,0.688818716800983,0.508542415826708,0.825329272997767,0.443604003042648,0.239114295488427,0.598449668079494,0.444149812717894,0.249758502937646,0.434612530920098
69,250560,"El Paso, TX MSA",2.21082775682627,1.86768243998019,4.07920265410649,0.547680728671717,0.464577072315032,0.754854052422889,0.293432351644604,0.197581885281664,0.532382845161763,0.296828161768207,0.219289115441939,0.257482603514228
70,420803,"Allentown-Bethlehem-Easton, PA-NJ MSA",3.33703881321832,2.89364263133047,3.91087062854604,0.700333122875615,0.654414823319004,0.744302459738543,0.498157931808599,0.446174719902107,0.547934761037993,0.498550376283311,0.433867905800734,0.410401973765861
71,377893,"Columbia, SC MSA",2.78026322184842,2.15545843575921,3.81939931240035,0.640321825594929,0.536061571213841,0.738178724399587,0.44771987772606,0.327259224642295,0.560782194797284,0.450712595089717,0.165509939641745,0.392180702925555
72,217679,"North Port-Sarasota-Bradenton, FL MSA",2.1379679715586,1.74251047653814,2.95734575232899,0.53226614556298,0.426115358579245,0.661858949291786,0.256816091105099,0.13496938877416,0.405571048358455,0.260071365417338,0.154818407292889,0.127427186421429
73,563881,"Dayton-Kettering, OH MSA",9.41153329665096,5.26516454870371,17.1238374494572,0.893747387542491,0.810072412599868,0.94160187499142,0.697784213246393,0.603178345292285,0.751890178903502,0.69820756946756,0.537922964100942,0.70993163607073
74,516125,"Charleston-North Charleston, SC MSA",5.58371201724448,4.9464118329522,6.45216539256398,0.820907669143458,0.797833250895496,0.845013272419755,0.643448256877785,0.616727490796636,0.671363161577399,0.643030399699083,0.618366384118053,0.674958523407755
75,457474,"Greensboro-High Point, NC MSA",4.40944071246027,2.79761965638437,8.50665606748826,0.773213868785177,0.642553269270207,0.882444994594066,0.592413818019233,0.44421625826874,0.716305690196217,0.592697035510198,0.441143487059972,0.712289297720347
76,337302,"Cape Coral-Fort Myers, FL MSA",2.86243153954611,2.23342615710925,3.95074789882986,0.650646666589424,0.552257415443584,0.746883368514559,0.437178957911497,0.323962208764526,0.547918763466469,0.437725808687453,0.323862977620679,0.519346264402543
77,436831,"Stockton, CA MSA",3.72161325140985,2.61716913292805,6.29174680670965,0.731299323049977,0.617907766288985,0.841061627124985,0.5694020391389,0.439119923468204,0.695514296561417,0.573156957045069,0.4398171918986,0.67545177252013
78,492816,"Boise City, ID MSA",6.56650984972721,4.77502316571521,9.33452918201542,0.847712099290989,0.790576932237727,0.892870868953233,0.657787101074468,0.591838269960717,0.709912057162963,0.657366553931298,0.592368419128418,0.708520753399653
79,476852,"Colorado Springs, CO MSA",3.89574291717,2.89157550140081,4.9120244154279,0.743309550639847,0.654167771335884,0.796417950029085,0.63867994281041,0.538518564042005,0.698353538609643,0.639390746828739,0.536554771768955,0.564140289869089
80,331476,"Little Rock-North Little Rock-Conway, AR MSA",2.80691333880544,2.04074241469407,4.15201074568563,0.643736774422264,0.509982253125312,0.759152839130028,0.445558714583573,0.293118905534104,0.577098214666952,0.446501651595794,0.306431618871533,0.392318126360849
81,575425,"Lakeland-Winter Haven, FL MSA",10.1933460963481,5.95825887390542,21.61953544164,0.901896787321068,0.832165734795518,0.953745537100027,0.79330590079712,0.71321918797009,0.85285463530771,0.793933478061693,0.706256635800135,0.845741610090131
82,357050,"Akron, OH MSA",3.60434747046998,2.72243079032389,6.38935651644755,0.722557270575911,0.632681204034932,0.843489716464281,0.506267001141093,0.405188254461667,0.642273176463646,0.507547657904758,0.405059519628506,0.504957535622439
83,340482,"Des Moines-West Des Moines, IA MSA",3.22440200418305,2.59893951521726,5.12158466578094,0.689864973814465,0.615227674924784,0.804747931498362,0.486894006327698,0.400688873703349,0.619582363901514,0.482481549865237,0.390183401060924,0.625086183743213
84,425774,"Springfield, MA MSA",5.02693767974702,3.9185031566627,7.39377702262752,0.801071733188798,0.744800511823072,0.864751128288065,0.610531140982304,0.546839411876856,0.682607962558663,0.608608578328321,0.544255629606982,0.641306464474603
85,275431,"Ogden-Clearfield, UT MSA",2.29597655561311,1.98427706320534,3.14158375325535,0.564455482981636,0.496038119603807,0.681689212021233,0.402755560708226,0.325432645444243,0.535249027995905,0.400906235362881,0.322041463669547,0.527423216827557
86,456929,"Poughkeepsie-Newburgh-Middletown, NY MSA",7.1087488087475,5.11294862890748,9.6808835248665,0.859328269024012,0.804418140572307,0.896703643068179,0.672787350435012,0.609683612678213,0.715739823298368,0.664867682467254,0.60630940770107,0.660798397346027
87,274646,"Winston-Salem, NC MSA",2.51167922077054,2.04520454646425,3.62905399152492,0.601859986048212,0.511051350962034,0.724446094674992,0.406018210445677,0.302928243688289,0.545183366394331,0.406275989686619,0.306971656852654,0.534903628138496
88,227532,"Deltona-Daytona Beach-Ormond Beach, FL MSA",2.23004924606222,1.78889795951654,4.23271909099796,0.551579409393859,0.440996623267291,0.763745247794314,0.336568643734788,0.210684932057786,0.578091073802188,0.34042970840859,0.225316552700264,0.358302760314589
89,393393,"Madison, WI MSA",4.77325210836245,3.01531424664415,7.84313758061484,0.790499228346213,0.668359607588849,0.87250000529487,0.588821950234625,0.450154367296458,0.681919091588214,0.59168778494048,0.372778197587812,0.600557739373892
90,375444,"Syracuse, NY MSA",6.84092879782002,3.87799457526261,13.6615569107871,0.853821019110933,0.742134760481897,0.926801900652304,0.578524533637561,0.452929931163293,0.660593759681337,0.578858036135777,0.449477582157812,0.655112432167394
91,480332,"Provo-Orem, UT MSA",5.80292986053693,3.14173529393191,11.6267807621985,0.827673257469379,0.681704565648339,0.913991669710395,0.739765376872873,0.572704241461955,0.838556780535869,0.740964117236781,0.538617684466537,0.792239997432943
92,347181,"Durham-Chapel Hill, NC MSA",4.74504733444627,2.95943598980156,6.96763323997628,0.789253946374658,0.662097776925713,0.856479242583755,0.537223410864021,0.391469134374672,0.614281208792366,0.538792395993812,0.381290313177753,0.601982474066556
93,363018,"Toledo, OH MSA",4.4874484899819,2.91857850512115,6.57632864374396,0.777156216448507,0.657367448487225,0.847939472892478,0.564944168994795,0.429226732056046,0.645139685705168,0.565610670553287,0.433960763594209,0.504801749683255
94,313273,"Wichita, KS MSA",2.96975132750949,1.93049902977249,6.21520137091425,0.663271469655803,0.481999221663504,0.839104167295403,0.489219222106796,0.283758203371912,0.688514842832313,0.489321335638737,0.282992751079957,0.67902666323065
95,444305,"Augusta-Richmond County, GA-SC MSA",6.14858862990834,3.35129198715799,11.5205327689878,0.837361049796739,0.701607617649564,0.913198458782053,0.724808658281317,0.569196275114769,0.811740087997119,0.729588700866308,0.560593272237582,0.754264549832239
96,481126,"Palm Bay-Melbourne-Titusville, FL MSA",19.2002014634072,12.0768743854051,33.0712379177774,0.947917213165401,0.917197118386153,0.969762244688686,0.799289497364706,0.764525824480029,0.824009913609774,0.798817781079461,0.763737799267527,0.824038900964248
97,411896,"Jackson, MS MSA",8.09049553956021,2.92029771431378,19.1846617106599,0.876398176711144,0.657569159781717,0.94787502562819,0.692179881624088,0.440261097782694,0.774464951057108,0.692486411718028,0.438298557236279,0.74950754508737
98,238477,"Harrisburg-Carlisle, PA MSA",2.28140433358434,1.96640994707384,4.30732820256387,0.561673489754055,0.49145904113836,0.767837519461655,0.412631353066254,0.333663924644472,0.644495927666671,0.412449993575284,0.31063005396848,0.442872427732801
99,184879,"Spokane-Spokane Valley, WA MSA",2.07933341898554,1.93477499480475,2.37229893956188,0.519076646934344,0.483144033448232,0.578467964840603,0.325191279756436,0.284661511073626,0.392181018129859,0.324936223003891,0.284267999828386,0.392439545721306
100,312040,"Chattanooga, TN-GA MSA",3.43231875601943,2.62539536160305,6.15970669037879,0.708651768357397,0.619104987147762,0.837654607554292,0.549398012345105,0.446970553390848,0.696957007077581,0.5520923286098,0.43879316487436,0.689079579620442
101,258014,"Scranton–Wilkes-Barre, PA MSA",3.40090620292414,2.83537500408954,4.14372001185434,0.705960723309514,0.64731296616579,0.75867095336094,0.465799578818041,0.399552857078999,0.525339450640598,0.465824408968963,0.390942107924599,0.297579505128633
102,189760,"Modesto, CA MSA",2.14627113137668,1.63619209347275,3.16604138588823,0.534075641525042,0.388824818314859,0.684148159131075,0.342441117861693,0.174767013639878,0.515681271698836,0.344604048246399,0.200513931206813,0.203640657569338
103,248467,"Lansing-East Lansing, MI MSA",2.71018546892871,2.17582202408278,3.90542798561409,0.63102156237474,0.5404035858946,0.743946117126326,0.451388779861877,0.349636038229455,0.578189040581809,0.451436831062924,0.353110136800159,0.373344970325312
104,303491,"Lancaster, PA MSA",3.53875256287065,2.79278169289556,4.73969849573511,0.717414545879185,0.641934060745292,0.789016115497679,0.554980173774619,0.469609291985536,0.635963876051706,0.556124473474534,0.0956559891678997,0.53384134225571
105,351220,"Portland-South Portland, ME MSA",12.5065592597995,4.23531474469108,23.6774331711672,0.920041957246039,0.763890038809161,0.957765692219639,0.652218127222016,0.477047443577105,0.694536483032907,0.652046347325026,0.475263638905137,0.678584664884784
106,253178,"Youngstown-Warren-Boardman, OH-PA MSA",3.27276580385572,2.38377428120303,4.52602399302379,0.694448041829978,0.58049719393091,0.779055523889985,0.471205476840728,0.342780413822427,0.566559933746573,0.472275273390218,0.337726818812241,0.372482457456976
107,357112,"Fayetteville-Springdale-Rogers, AR MSA",4.71119888993155,2.38387701571168,10.2546507927101,0.787739803951574,0.580515272638148,0.902483271228418,0.667548863401989,0.428814356695158,0.799739897371499,0.667617749646846,0.416754562474908,0.799970104985181
108,293048,"Fayetteville, NC MSA",2.87348935103356,1.81088588987632,4.69066976386361,0.651991054137607,0.447784089770394,0.786810828657373,0.554054912581794,0.32292994121479,0.706646263332953,0.556363128656355,0.333127588688628,0.562376659915532
109,114477,"Lexington-Fayette, KY MSA",2.23815852956495,1.90902367633198,2.72530458551998,0.553204124377026,0.476172028457284,0.633068536517652,0.219109318823081,0.130950976688452,0.310509067016481,0.221401191570839,0.136053986451882,0.160341581762614
110,225293,"Pensacola-Ferry Pass-Brent, FL MSA",2.5407543055995,2.00212831967717,3.19054877031231,0.606416095489387,0.500531514303118,0.686574294270351,0.445207841496903,0.322360313829965,0.538207562817549,0.448229049860673,0.344319671421741,0.455615101086425
111,256315,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",4.01721571971469,2.70664784900549,8.19771257266692,0.751071371374843,0.630539303305588,0.87801475214754,0.506853662988174,0.368378876567038,0.652694166861185,0.515825120642145,0.3644242868402,0.651595116172289
112,90260,"Santa Rosa-Petaluma, CA MSA",2.03308512714892,1.62004294036487,9.68075605493171,0.508136680237121,0.382732410923146,0.896702282928556,0.181067287112289,0.0386512928154224,0.622343783993844,0.182588148022585,0.0536439087627679,0.548825019294058
113,285049,"Port St. Lucie, FL MSA",6.91285188815257,3.69764902375756,16.6800177900159,0.855341902852884,0.729557891088376,0.940048025572337,0.581251966764256,0.434526010378636,0.680060922635358,0.582567846724113,0.44894545169972,0.626669107258025
